"Region","RegionCode","Country","CountryCode","timePeriod","cvG","cvR","cvL","ratioStabilityG","ratioStabilityR","benefitStabilityG","benefitStabilityR","yieldG","yieldR","yieldL","ratioYieldG","ratioYieldR","benefitYieldG","benefitYieldR","asynchrony","diversity","instabilityTemp","instabilityPrec"
"Germany","DEG","Germany","DE",2001,0.0897205526496181,0.22966232788327,0.156820694461358,0.572121893464298,1.46448993018496,"loser","winner",22517775.2579819,40171790.0984204,29836195.7210039,1.32500637292878,0.742715115455537,"winner","loser",0.481382703554642,3.95739543923966,-31.9498196666756,-4.68552081209736
"Germany","DEG","Germany","DE",2009,0.103615171842251,0.106001736718526,0.0883790759817809,1.17239483091689,1.19939856284962,"winner","winner",26668053.2458765,54101526.7858374,35466246.5694474,1.32991509513096,0.65554982782356,"winner","loser",0.372664216491695,3.99725919362781,-14.7961689074613,-6.28419872371806
"Aττική","EL30","Greece","EL",1985,0.106376938382237,0.675772450122194,0.331175521354727,0.321210148464733,2.04052656838234,"loser","winner",27804748.4265777,6655181.95295644,6249712.23544974,0.224771400178389,0.939074585732914,"loser","loser",0.122089137110167,1.58033430739387,-42.5258365057901,-3.21619073709548
"Aττική","EL30","Greece","EL",2009,0.103615171842251,0.107721876932754,0.206250097480605,0.502376353310543,0.522287641308306,"loser","loser",26668053.2458765,15717389.2351515,9856046.21998037,0.369582516170517,0.627079095167892,"loser","loser",0.773788472534947,2.79115348267704,-29.5243406772997,-7.67481845640429
"Aττική","EL30","Greece","EL",1993,0.167135860520517,14.6345555992783,0.711599837411294,0.234873382108315,20.5657095882945,"loser","winner",24810101.620488,6735271.41137735,6623105.4129059,0.266951966348924,0.983346476835072,"loser","loser",0.205286580382457,1.86676721337487,-30.8734334148641,-4.07568907330343
"Aττική","EL30","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.199920960548194,0.448780119921391,0.917498727805152,"loser","loser",22517775.2579819,13150797.6825856,4725818.45603818,0.209870575662798,0.359356030721705,"loser","loser",0.690006872395985,1.92200281437719,-39.0040287476284,-4.54049057155286
"Βόρειο Αιγαίο","EL41","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.395412662589476,0.22690358994084,0.46388809544774,"loser","loser",22517775.2579819,13150797.6825856,5757625.43841809,0.255692463951437,0.437815680644404,"loser","loser",0.426832771335057,4.2916558881677,-37.2449351295096,-3.9926324471277
"Βόρειο Αιγαίο","EL41","Greece","EL",2009,0.103615171842251,0.107721876932754,0.343758476627273,0.301418521686659,0.313365005540076,"loser","loser",26668053.2458765,15717389.2351515,5282738.39673268,0.19809238972288,0.336107881385159,"loser","loser",0.700728333725119,3.82268300158259,-36.948299600799,-6.16332312329033
"Βόρειο Αιγαίο","EL41","Greece","EL",1993,0.167135860520517,14.6345555992783,0.293127685882385,0.570181080021146,49.9255317873668,"loser","winner",24810101.620488,6735271.41137735,5673939.60574078,0.228694734609844,0.842421820768239,"loser","loser",0.0192520942560124,1.53994134771731,-26.9493187312369,-5.09653584135868
"Βόρειο Αιγαίο","EL41","Greece","EL",1985,0.106376938382237,0.675772450122194,0.15002884846592,0.709043223819727,4.50428338970888,"loser","winner",27804748.4265777,6655181.95295644,5585899.08568545,0.200897307178873,0.839330783917038,"loser","loser",0.204613908315519,1.4009210774675,-38.2842599057979,-4.67073393135752
"Νότιο Αιγαίο","EL42","Greece","EL",1985,0.106376938382237,0.675772450122194,0.157093018859723,0.677158916127439,4.30173444388149,"loser","winner",27804748.4265777,6655181.95295644,5604464.89652547,0.201565028049969,0.842120461340023,"loser","loser",0.203508371388015,1.7457856825284,-46.9342349994492,-2.88225557636174
"Νότιο Αιγαίο","EL42","Greece","EL",2009,0.103615171842251,0.107721876932754,0.550771814140188,0.188127222893576,0.195583496045306,"loser","loser",26668053.2458765,15717389.2351515,6639854.51614431,0.248981598128877,0.422452763420433,"loser","loser",0.512109208967395,4.42270473427917,-24.7844770590036,-3.80240395338645
"Νότιο Αιγαίο","EL42","Greece","EL",1993,0.167135860520517,14.6345555992783,0.201597262309865,0.82905818563955,72.5930274627649,"loser","winner",24810101.620488,6735271.41137735,5145089.61791946,0.207378820797359,0.763902343894899,"loser","loser",0.144267041294115,1.73637581361004,-35.7248563105088,-3.72286857309841
"Νότιο Αιγαίο","EL42","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.146533254069083,0.612287997148548,1.25177884112282,"loser","winner",22517775.2579819,13150797.6825856,4968859.75434018,0.220663884305305,0.377837137660476,"loser","loser",0.906230057731656,4.15584050584585,-36.5862595668261,-3.51195037022972
"Κρήτη","EL43","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.111370255445678,0.805606059630349,1.64700373749273,"loser","winner",22517775.2579819,13150797.6825856,16546065.7333597,0.734800198678358,1.25817962778563,"loser","winner",0.681310772511831,2.09160916511161,-45.9296359287894,-3.10554463746993
"Κρήτη","EL43","Greece","EL",1985,0.106376938382237,0.675772450122194,0.0538636734976984,1.97492914007773,12.5459777664639,"winner","winner",27804748.4265777,6655181.95295644,8511990.57724795,0.306134421597989,1.27900193224119,"loser","winner",0.705603117620057,2.1931366654005,-53.6676932973613,-4.66160844693142
"Κρήτη","EL43","Greece","EL",1977,0.0852582205286038,4.65771118397277,0.0268181430033918,3.17912468875346,173.677617551062,"winner","winner",30549150.9735981,6584685.49014434,6584685.49014434,0.215543976846856,1,"loser","winner",0.768004558317624,1.99610766756778,-49.4659451576295,-6.05060305680259
"Κρήτη","EL43","Greece","EL",1993,0.167135860520517,14.6345555992783,0.0692791744035475,2.41249786764143,211.240329078299,"winner","winner",24810101.620488,6735271.41137735,9885293.89322414,0.398438266978355,1.46769050413109,"loser","winner",0.668322447583155,1.97915815558041,-28.9600685393071,-3.47295896348352
"Κρήτη","EL43","Greece","EL",2009,0.103615171842251,0.107721876932754,0.177357174091049,0.584217539399102,0.607372537845315,"loser","loser",26668053.2458765,15717389.2351515,11794462.543464,0.442269348824242,0.750408504046337,"loser","loser",0.689454265372976,2.5998080760845,-26.4804016711964,-3.34348954133573
"Aνατολική Μακεδονία, Θράκη","EL51","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.0856679585539259,1.04730583247342,2.14114156635458,"winner","winner",22517775.2579819,13150797.6825856,15162737.1904049,0.673367462668416,1.15298992170517,"loser","winner",0.610954059453884,5.82387787412285,-25.8969402867027,-4.76994063283573
"Aνατολική Μακεδονία, Θράκη","EL51","Greece","EL",2009,0.103615171842251,0.107721876932754,0.14942942763959,0.693405398648522,0.720887971227251,"loser","loser",26668053.2458765,15717389.2351515,17267269.1627253,0.647488926301556,1.09860924765467,"loser","winner",0.614107831375533,6.42207553960366,-25.8795469877207,-4.51633138129064
"Κεντρική Μακεδονία","EL52","Greece","EL",2009,0.103615171842251,0.107721876932754,0.108155775032394,0.958017931185061,0.995988211452324,"loser","loser",26668053.2458765,15717389.2351515,13558482.1955482,0.508416646334867,0.862642134307208,"loser","loser",0.745234996581646,6.68594182388709,-38.4900282678398,-4.79875532173772
"Κεντρική Μακεδονία","EL52","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.0792290914616328,1.13241930450592,2.31514994783675,"winner","winner",22517775.2579819,13150797.6825856,11434133.6910119,0.507782565551576,0.869463128168491,"loser","loser",0.660296532690516,4.63349705632767,-29.9290298019421,-7.10898051855368
"Δυτική Μακεδονία","EL53","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.0530188039063745,1.69224022495972,3.4596636183733,"winner","winner",22517775.2579819,13150797.6825856,10140136.7607333,0.450316989336633,0.771066288561412,"loser","loser",0.820702566177208,4.76628759787545,-22.926772866323,-6.13655491485087
"Δυτική Μακεδονία","EL53","Greece","EL",2009,0.103615171842251,0.107721876932754,0.159747609131055,0.648617981864417,0.674325440729319,"loser","loser",26668053.2458765,15717389.2351515,15917816.917413,0.596887098231447,1.01275197039806,"loser","winner",0.621903230116466,6.08900932550594,-28.7965973934203,-5.24099231124674
"Ήπειρος","EL54","Greece","EL",2009,0.103615171842251,0.107721876932754,0.0826377715314698,1.25384760409218,1.30354285862768,"winner","winner",26668053.2458765,15717389.2351515,25050239.4026599,0.939335135253386,1.59379137513728,"loser","winner",0.453225346056863,3.77083630912715,-29.1253632574819,-4.66516163151424
"Ήπειρος","EL54","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.0704503003096622,1.27352974018924,2.60364010030196,"winner","winner",22517775.2579819,13150797.6825856,23554136.8756176,1.04602415672784,1.79108046858694,"winner","winner",0.607758421606298,3.3718600863445,-34.4788383208121,-7.67855867670741
"Θεσσαλία","EL61","Greece","EL",2009,0.103615171842251,0.107721876932754,0.0778544123284625,1.33088374497139,1.38363226580251,"winner","winner",26668053.2458765,15717389.2351515,19252210.8365181,0.721920368877877,1.22489877602961,"loser","winner",0.872462664697033,4.53938748841757,-35.8678116867325,-5.84235394548267
"Θεσσαλία","EL61","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.0885469502108147,1.01325401310841,2.07152506695989,"winner","winner",22517775.2579819,13150797.6825856,13566815.6136391,0.602493605971577,1.03163442561392,"loser","winner",0.570654114476357,3.46038923303184,-33.5136316613322,-6.07677047316885
"Ιόνια Νησιά","EL62","Greece","EL",2009,0.103615171842251,0.107721876932754,0.214918016471414,0.482114871258512,0.501223111497874,"loser","loser",26668053.2458765,15717389.2351515,8619988.92007869,0.323232777458607,0.548436435028302,"loser","loser",0.698144491199316,4.29505934995019,-33.0746319508358,-6.01009991861266
"Ιόνια Νησιά","EL62","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.145487541219417,0.616688906126376,1.26077618349407,"loser","winner",22517775.2579819,13150797.6825856,7576301.13358353,0.336458688604149,0.576109625929088,"loser","loser",0.505142027198129,4.89265347313041,-50.2364758129258,-11.3422608603717
"Δυτική Ελλάδα","EL63","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.0947462187851761,0.946956551934247,1.93598466847999,"loser","winner",22517775.2579819,13150797.6825856,32931777.2208257,1.46247916783663,2.5041657560008,"winner","winner",0.608323879108409,3.75492459500266,-38.918295500959,-7.32298648775127
"Δυτική Ελλάδα","EL63","Greece","EL",2009,0.103615171842251,0.107721876932754,0.295304661111567,0.35087550413945,0.364782176235463,"loser","loser",26668053.2458765,15717389.2351515,20834883.8969433,0.781267522786459,1.32559444734923,"loser","winner",0.35852602987035,4.00307508238189,-43.5677299080576,-8.71285843283683
"Στερεά Ελλάδα","EL64","Greece","EL",2009,0.103615171842251,0.107721876932754,0.0700738341108986,1.47865709300664,1.53726249319073,"winner","winner",26668053.2458765,15717389.2351515,13172206.8257464,0.493932073117603,0.838065828152118,"loser","loser",0.865416046971697,4.62795880511735,-29.3703129292171,-7.71080109836198
"Στερεά Ελλάδα","EL64","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.0779230270299942,1.15139973470336,2.35395407437069,"winner","winner",22517775.2579819,13150797.6825856,11814581.6870371,0.524678017773946,0.898392779829779,"loser","loser",0.672230838038351,3.79728805713379,-37.1375354680365,-5.89901786239355
"Πελοπόννησος","EL65","Greece","EL",2001,0.0897205526496181,0.183427226964552,0.0426560616658292,2.10334824983365,4.30014445312684,"winner","winner",22517775.2579819,13150797.6825856,9436756.46317234,0.419080320105215,0.717580537009443,"loser","loser",0.914235288314978,5.17849016009995,-28.4011875548436,-5.43150224255569
"Πελοπόννησος","EL65","Greece","EL",2009,0.103615171842251,0.107721876932754,0.219963427685,0.471056361199432,0.489726306170394,"loser","loser",26668053.2458765,15717389.2351515,11317262.523114,0.424375278494086,0.720047226278728,"loser","loser",0.763580409078526,6.28736002017643,-31.4140849221451,-6.1294741589307
"Galicia","ES11","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.644643203934504,0.139178621758547,0.948115745255617,"loser","loser",22517775.2579819,10871590.6550406,61804536.8126419,2.74469995834664,5.68495805018068,"winner","winner",0.0098899356938954,2.39577253045273,-36.6975525337782,-5.3590623479047
"Galicia","ES11","Spain","ES",1993,0.167135860520517,0.733429033124572,0.19663305698274,0.84998861882714,3.72993760244978,"loser","winner",24810101.620488,64392063.2859568,71019643.9069794,2.86252934362557,1.10292542718488,"winner","winner",0.088404987234569,3.0504664767979,-21.4743730717252,-8.62818717488533
"Galicia","ES11","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.0617731631559203,1.38018220490677,2.4391688799915,"winner","winner",30549150.9735981,9665961.07234498,42674735.8549061,1.39692051971551,4.41495010537562,"winner","winner",0.198399567888114,1.94499137391715,-42.0762404703537,-7.43801443130707
"Galicia","ES11","Spain","ES",2009,0.103615171842251,0.407362331768575,0.375043106458522,0.276275366905617,1.0861746949977,"loser","winner",26668053.2458765,12436652.7117858,78186710.1388354,2.93184918366416,6.28679693409307,"winner","winner",0.00648124447609189,2.26664088320159,-34.5906325455559,-5.73490754220612
"Galicia","ES11","Spain","ES",1985,0.106376938382237,0.119569258369666,0.0589667657808763,1.80401514265747,2.02773980879318,"winner","winner",27804748.4265777,9922347.51858771,49875470.1799446,1.79377527229379,5.0265796563275,"winner","winner",0.493282628583384,2.01353618902027,-22.1307878311246,-10.502986427221
"Principado de Asturias","ES12","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.105537248725917,0.80784956551238,1.42769665693926,"loser","winner",30549150.9735981,9665961.07234498,86274577.636163,2.82412358074125,8.92560780976046,"winner","winner",0.108854965270629,1.97329429288345,-29.6339423881912,-7.52909935717525
"Principado de Asturias","ES12","Spain","ES",1985,0.106376938382237,0.119569258369666,0.132096396005488,0.805297809773838,0.905166696332114,"loser","loser",27804748.4265777,9922347.51858771,122246995.060337,4.39662295032617,12.3203702381245,"winner","winner",0.154244745340267,1.93394139853279,-20.5637234834227,-13.3230471536357
"Principado de Asturias","ES12","Spain","ES",2009,0.103615171842251,0.407362331768575,0.410384706289196,0.25248302447517,0.992635265217484,"loser","loser",26668053.2458765,12436652.7117858,143845855.226356,5.39393910384508,11.5662838353633,"winner","winner",0.00106796129883857,1.39637556549781,-28.615362476161,-7.56936781143451
"Principado de Asturias","ES12","Spain","ES",1993,0.167135860520517,0.733429033124572,0.0826195294445799,2.02295827202247,8.87718724683062,"winner","winner",24810101.620488,64392063.2859568,166161669.916527,6.69733935226253,2.58046817320676,"winner","winner",0.0602640403054487,1.80139272468551,-23.5817415362633,-15.5059620274205
"Principado de Asturias","ES12","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.522696013598575,0.171649582769771,1.16931515799109,"loser","winner",22517775.2579819,10871590.6550406,116912645.233395,5.19201581390476,10.7539594658294,"winner","winner",0.00290576776252094,1.57340500511606,-32.4588596275963,-13.7243844313195
"Cantabria","ES13","Spain","ES",1985,0.106376938382237,0.119569258369666,0.0875842302333637,1.21456725827014,1.36519163382586,"winner","winner",27804748.4265777,9922347.51858771,108171956.095983,3.89041304875049,10.9018511892818,"winner","winner",0.215718203201442,2.20091784188368,-18.151256968014,-7.08023751143317
"Cantabria","ES13","Spain","ES",1993,0.167135860520517,0.733429033124572,0.271884435306978,0.614731256431831,2.69757638864643,"loser","winner",24810101.620488,64392063.2859568,128997717.12986,5.19940301346186,2.00331703236466,"winner","winner",0.0275163411704952,2.97649637106432,-24.2292513984996,-13.0324380781531
"Cantabria","ES13","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.0680631257029139,1.25263451609237,2.21375635680082,"winner","winner",30549150.9735981,9665961.07234498,107521757.156845,3.51963160121112,11.1237523462072,"winner","winner",0.103942688965069,2.37351333799113,-24.158923869978,-6.76666495056337
"Cantabria","ES13","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.577909199987376,0.155250258434332,1.05759931099156,"loser","winner",22517775.2579819,10871590.6550406,96032960.2732794,4.26476235654046,8.8333863296034,"winner","winner",0.0101604913872668,2.48515372778566,-24.9075755561686,-7.7580627960542
"Cantabria","ES13","Spain","ES",2009,0.103615171842251,0.407362331768575,0.464406523268613,0.223113084443733,0.877167549028927,"loser","loser",26668053.2458765,12436652.7117858,99822541.528405,3.7431506757562,8.02647978051252,"winner","winner",0.0347043241081864,2.65674648436816,-21.3910590766685,-7.03912141897343
"País Vasco","ES21","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.126920174878376,0.671746793685907,1.18716490371169,"loser","winner",30549150.9735981,9665961.07234498,22775817.2759466,0.745546653510287,2.35629102015627,"loser","winner",0.428139212461204,2.84651311049142,-27.9811306486562,-8.14631047458759
"País Vasco","ES21","Spain","ES",1993,0.167135860520517,0.733429033124572,0.0507286885479558,3.29470099276305,14.4578749050694,"winner","winner",24810101.620488,64392063.2859568,21252886.1187247,0.856622292154345,0.330054435813671,"loser","loser",0.799146505126125,3.51631908928477,-21.5967177823395,-11.8154721614075
"País Vasco","ES21","Spain","ES",2009,0.103615171842251,0.407362331768575,0.392540144482941,0.263960701341092,1.03775967246652,"loser","winner",26668053.2458765,12436652.7117858,20133757.5362873,0.754976651300951,1.61890486153137,"loser","winner",0.128759993406985,3.01830291081346,-20.4653282637514,-5.22746453634772
"País Vasco","ES21","Spain","ES",1985,0.106376938382237,0.119569258369666,0.11589664886353,0.917860347347037,1.03168866004453,"loser","winner",27804748.4265777,9922347.51858771,21405771.9269494,0.769860298627567,2.15732939073638,"loser","winner",0.686026201650432,3.45967732793757,-21.8164871471031,-7.08922790710564
"País Vasco","ES21","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.555626728116878,0.16147630794094,1.10001254582152,"loser","winner",22517775.2579819,10871590.6550406,16188189.0802038,0.718907125359356,1.48903592803121,"loser","winner",0.103544671944076,2.76421870609701,-22.3024540736484,-6.97964084069839
"Comunidad Foral de Navarra","ES22","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.18085492393014,0.471417745648644,0.833127315055909,"loser","loser",30549150.9735981,9665961.07234498,9959417.05697869,0.326012891997753,1.03035973168496,"loser","winner",0.40548251896669,1.39675082422236,-24.6249473024663,-9.48425970044935
"Comunidad Foral de Navarra","ES22","Spain","ES",2009,0.103615171842251,0.407362331768575,0.34736941569462,0.298285246658966,1.17270638508571,"loser","winner",26668053.2458765,12436652.7117858,14670270.8212472,0.550106552060209,1.17959962067162,"loser","winner",0.270914274180136,2.76024793356629,-23.0612114530833,-5.91562264870123
"Comunidad Foral de Navarra","ES22","Spain","ES",1985,0.106376938382237,0.119569258369666,0.187152002673601,0.5683986110892,0.638888479212262,"loser","loser",27804748.4265777,9922347.51858771,8819185.95766171,0.317182728013167,0.888820507560391,"loser","loser",0.520085201939777,1.56584787757183,-30.7979894647574,-7.76170757572604
"Comunidad Foral de Navarra","ES22","Spain","ES",1993,0.167135860520517,0.733429033124572,0.0789801512022546,2.11617549442911,9.28624498636861,"winner","winner",24810101.620488,64392063.2859568,12756931.4006036,0.514182956432108,0.198113412579306,"loser","loser",0.542603825249069,3.18971456390593,-25.1736935770439,-7.14829741945392
"Comunidad Foral de Navarra","ES22","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.612376126197764,0.146512165989703,0.998073480619242,"loser","loser",22517775.2579819,10871590.6550406,10743099.7777036,0.477094191349807,0.988181041632816,"loser","loser",0.127891687602103,2.56528179887975,-26.5538174521568,-7.06706735126108
"La Rioja","ES23","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.181076223284701,0.470841610135388,0.832109122088637,"loser","loser",30549150.9735981,9665961.07234498,12324330.4573236,0.403426284022586,1.27502380415999,"loser","winner",0.285348892373839,1.92559392940573,-20.0888983685038,-7.56305839958543
"La Rioja","ES23","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.560917850682569,0.159953106395953,1.08963615791257,"loser","winner",22517775.2579819,10871590.6550406,11705335.1729233,0.519826449940878,1.07669020517215,"loser","winner",0.130345448406504,2.22919450654582,-22.5752603053311,-6.32152720838695
"La Rioja","ES23","Spain","ES",1985,0.106376938382237,0.119569258369666,0.15801575438095,0.673204635822449,0.756692007313424,"loser","loser",27804748.4265777,9922347.51858771,14235421.5514155,0.511978074141047,1.43468282326819,"loser","winner",0.630485970079513,2.09511395479716,-22.3667654453608,-8.18625699761529
"La Rioja","ES23","Spain","ES",1993,0.167135860520517,0.733429033124572,0.100000380555464,1.67135224478289,7.33426242030936,"winner","winner",24810101.620488,64392063.2859568,17901842.4915229,0.721554581491099,0.278013183271098,"loser","loser",0.600491919866064,2.98327028109707,-20.3584125799989,-6.04593080832478
"La Rioja","ES23","Spain","ES",2009,0.103615171842251,0.407362331768575,0.384048587449064,0.269797039302984,1.06070519481497,"loser","winner",26668053.2458765,12436652.7117858,14671958.5630603,0.550169839087481,1.1797353277507,"loser","winner",0.198102269755488,2.36211428766761,-18.5777824507611,-5.92303270750565
"Aragón","ES24","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.231483445126336,0.368312388309551,0.650911243809789,"loser","loser",30549150.9735981,9665961.07234498,7625815.12093103,0.249624453639369,0.788935012654773,"loser","loser",0.396102661986478,1.37883816949581,-26.6045027900907,-6.32696998762733
"Aragón","ES24","Spain","ES",1993,0.167135860520517,0.733429033124572,0.101612676675924,1.64483277075329,7.21788911696243,"winner","winner",24810101.620488,64392063.2859568,8604653.40063065,0.346820562537518,0.133629099015177,"loser","loser",0.681066471346171,3.3914640844976,-25.0330635742431,-5.1019580985131
"Aragón","ES24","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.675140962273872,0.132891585110522,0.905287052445794,"loser","loser",22517775.2579819,10871590.6550406,5438072.60317663,0.241501326879484,0.500209470327628,"loser","loser",0.193903932310749,2.59662145627178,-31.1294764019686,-5.78384176127482
"Aragón","ES24","Spain","ES",1985,0.106376938382237,0.119569258369666,0.225410604920844,0.471925171486908,0.530450900531741,"loser","loser",27804748.4265777,9922347.51858771,7545544.23978752,0.271376101809106,0.760459581329148,"loser","loser",0.3658142085873,1.36865820258035,-36.268643205993,-10.1427518742041
"Aragón","ES24","Spain","ES",2009,0.103615171842251,0.407362331768575,0.496539355280602,0.208674641275304,0.82040290953044,"loser","loser",26668053.2458765,12436652.7117858,7803683.87043303,0.292622929708589,0.627474614856594,"loser","loser",0.25894388666936,2.51600408200248,-22.824559436659,-9.21287981021848
"Comunidad de Madrid","ES30","Spain","ES",1993,0.167135860520517,0.733429033124572,0.0581660560206954,2.87342604870873,12.6092274996885,"winner","winner",24810101.620488,64392063.2859568,8604632.10461658,0.346819704176904,0.13362876829097,"loser","loser",0.957337630674743,2.34628889547271,-23.4342196549213,-4.43381059042421
"Comunidad de Madrid","ES30","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.60686642685499,0.147842340059218,1.00713492240752,"loser","winner",22517775.2579819,10871590.6550406,6723488.78114175,0.298585837371233,0.618445726525257,"loser","loser",0.223361643286956,1.89051877636932,-37.7414014092961,-5.67114223897935
"Comunidad de Madrid","ES30","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.262405936519291,0.324909648232505,0.574206434454968,"loser","loser",30549150.9735981,9665961.07234498,6992199.93627788,0.228883609312771,0.72338382949659,"loser","loser",0.323496238977823,1.74227157763108,-32.550976159313,-5.28516418043351
"Comunidad de Madrid","ES30","Spain","ES",1985,0.106376938382237,0.119569258369666,0.242141017763223,0.43931812695302,0.493800098282343,"loser","loser",27804748.4265777,9922347.51858771,7428638.24620005,0.267171568403735,0.748677491116276,"loser","loser",0.276377899281683,1.62330256805465,-32.7958545950754,-4.47218426435421
"Comunidad de Madrid","ES30","Spain","ES",2009,0.103615171842251,0.407362331768575,0.551545064136439,0.187863474047188,0.738583949448242,"loser","loser",26668053.2458765,12436652.7117858,8098405.95473995,0.30367443322816,0.651172477226557,"loser","loser",0.0828936307778152,1.99834029137612,-25.4504026308359,-4.6086299038515
"Castilla y León","ES41","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.212921151615429,0.400421563953375,0.707657158743453,"loser","loser",30549150.9735981,9665961.07234498,9227062.96044502,0.302039914903673,0.95459343270524,"loser","loser",0.304206270886243,1.9531585297575,-28.7192431366644,-5.97428955683416
"Castilla y León","ES41","Spain","ES",2009,0.103615171842251,0.407362331768575,0.383384069788921,0.270264677140335,1.06254370973957,"loser","winner",26668053.2458765,12436652.7117858,10729861.1643891,0.40234887284276,0.862761179639661,"loser","loser",0.198039915856299,2.98438360429874,-24.0564318969879,-6.17515838102929
"Castilla y León","ES41","Spain","ES",1993,0.167135860520517,0.733429033124572,0.123159885201731,1.35706411423456,5.95509675835798,"winner","winner",24810101.620488,64392063.2859568,12349874.1775427,0.497776041648465,0.191791869173356,"loser","loser",0.522435990588897,2.91297203722907,-19.2856834958792,-5.66358926344176
"Castilla y León","ES41","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.587678636468995,0.152669413318637,1.04001801970315,"loser","winner",22517775.2579819,10871590.6550406,7687762.73585326,0.341408627085759,0.707142402596704,"loser","loser",0.171870516716323,2.45618735105667,-26.3007473762888,-7.2785592123308
"Castilla y León","ES41","Spain","ES",1985,0.106376938382237,0.119569258369666,0.275529981848613,0.386081172250376,0.433960970662578,"loser","loser",27804748.4265777,9922347.51858771,9062536.43000774,0.325934847205636,0.913346001339978,"loser","loser",0.187112305409075,1.82434808017592,-23.7684905219578,-6.93692333044871
"Castilla-La Mancha","ES42","Spain","ES",1977,0.0852582205286038,0.150675177188559,0.208153300938597,0.409593410933964,0.723866383617939,"loser","loser",30549150.9735981,9665961.07234498,5721133.78063656,0.187276359515884,0.591884628731347,"loser","loser",0.416427610016086,2.11813554341962,-33.0155962601382,-6.04592701452945
"Castilla-La Mancha","ES42","Spain","ES",1985,0.106376938382237,0.119569258369666,0.195100592975165,0.545241491889153,0.612859533363319,"loser","loser",27804748.4265777,9922347.51858771,6328339.31228982,0.22759922928275,0.63778650167562,"loser","loser",0.304378451171358,1.89069670675278,-33.4088340594899,-6.79489818346903
"Castilla-La Mancha","ES42","Spain","ES",1993,0.167135860520517,0.733429033124572,0.253649919607823,0.658923372729358,2.89150114558897,"loser","winner",24810101.620488,64392063.2859568,7546225.351264,0.304159389054351,0.117191855116557,"loser","loser",0.244169748729534,3.08534214928163,-23.6163177904407,-4.60942602226891
"Castilla-La Mancha","ES42","Spain","ES",2009,0.103615171842251,0.407362331768575,0.435165783558559,0.238105052734017,0.936108368717269,"loser","loser",26668053.2458765,12436652.7117858,6953974.12973331,0.260760471175696,0.559151589329438,"loser","loser",0.106414646609453,2.44403052293181,-28.0075629998298,-4.93516889976423
"Castilla-La Mancha","ES42","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.305174765806021,0.293997285170843,2.00277493490673,"loser","winner",22517775.2579819,10871590.6550406,7513982.62206039,0.333691163357575,0.691157610738091,"loser","loser",0.219974572410271,2.77399292726508,-41.1045675379904,-6.44711436807246
"Extremadura","ES43","Spain","ES",1993,0.167135860520517,0.733429033124572,0.337777347794298,0.494810743266008,2.17133871739446,"loser","winner",24810101.620488,64392063.2859568,8124916.65429767,0.327484215041996,0.126178852480871,"loser","loser",0.439468795977227,5.77733841376638,-24.744802622256,-3.70911059429838
"Extremadura","ES43","Spain","ES",2001,0.0897205526496181,0.61119637172233,0.541780380227127,0.16560317782642,1.12812570190545,"loser","winner",22517775.2579819,10871590.6550406,7908520.62008695,0.351212343558834,0.727448344131703,"loser","loser",0.293077743236652,3.8859494419615,-48.1906750502632,-5.12285717255117
"Extremadura","ES43","Spain","ES",1985,0.106376938382237,0.119569258369666,0.170169145387005,0.625124714238358,0.702649461497485,"loser","loser",27804748.4265777,9922347.51858771,7313820.82583763,0.263042150701374,0.737105892747308,"loser","loser",0.795999404034016,2.95712508865992,-36.8136430663861,-4.82435933502862
